,Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Ask,Last,Volume,Open Int,Vol/OI,IV,Time,DTE in years,Risk free,IV_brenner
955,AMZN,2890.3,Call,3500.0,08/21/20,50,17.65,22.45,18.0,236,222,1.06,37.81,07/02/20,0.136986301369863,0.0064,5.260472888739774
956,AMZN,2890.3,Call,3680.0,08/21/20,50,6.55,16.45,13.95,12,203,0.06,42.32,07/02/20,0.136986301369863,0.0064,3.8545558583416164
957,AMZN,2890.3,Call,3700.0,08/21/20,50,7.75,11.5,10.93,33,401,0.08,40.86,07/02/20,0.136986301369863,0.0064,2.6946743082631364
958,AMZN,2890.3,Call,3900.0,08/21/20,50,4.5,8.0,8.12,57,434,0.13,44.91,07/02/20,0.136986301369863,0.0064,1.8745560405308774
959,AMZN,2890.3,Call,4000.0,08/21/20,50,6.25,7.4,6.8,160,430,0.37,46.45,07/02/20,0.136986301369863,0.0064,1.7339643374910618
960,AMZN,2890.3,Call,4100.0,08/21/20,50,3.8,6.4,5.79,449,310,1.45,47.99,07/02/20,0.136986301369863,0.0064,1.499644832424702
961,AMZN,2890.3,Call,4130.0,08/21/20,50,5.5,6.5,6.02,215,1179,0.18,49.11,07/02/20,0.136986301369863,0.0064,1.5230767829313379
962,AMZN,2890.3,Call,2600.0,10/16/20,106,373.5,390.05,383.0,11,296,0.04,33.51,07/02/20,0.29041095890410956,0.0040999999999999995,62.771252317021094
963,AMZN,2890.3,Call,2685.0,10/16/20,106,315.25,332.25,369.17,112,138,0.81,41.23,07/02/20,0.29041095890410956,0.0040999999999999995,53.46942336195426
964,AMZN,2890.3,Call,2700.0,10/16/20,106,306.0,322.35,323.5,21,296,0.07,34.64,07/02/20,0.29041095890410956,0.0040999999999999995,51.87620352362967
965,AMZN,2890.3,Call,2800.0,10/16/20,106,249.5,259.15,257.69,93,553,0.17,33.25,07/02/20,0.29041095890410956,0.0040999999999999995,41.70534556584032
966,AMZN,2890.3,Call,2900.0,10/16/20,106,196.15,213.6,206.44,96,182,0.53,33.09,07/02/20,0.29041095890410956,0.0040999999999999995,34.37492499657917
967,AMZN,2890.3,Call,3000.0,10/16/20,106,158.0,163.2,160.0,171,1596,0.11,32.48,07/02/20,0.29041095890410956,0.0040999999999999995,26.26398763783577
968,AMZN,2890.3,Call,3200.0,10/16/20,106,87.7,99.85,103.0,25,116,0.22,33.78,07/02/20,0.29041095890410956,0.0040999999999999995,16.068989985526358
969,AMZN,2890.3,Call,3300.0,10/16/20,106,67.15,76.0,76.3,116,170,0.68,33.21,07/02/20,0.29041095890410956,0.0040999999999999995,12.230778556835284
970,AMZN,2890.3,Call,3400.0,10/16/20,106,54.0,58.05,55.0,298,141,2.11,32.6,07/02/20,0.29041095890410956,0.0040999999999999995,9.34206177926695
971,AMZN,2890.3,Call,3500.0,10/16/20,106,36.5,42.9,41.8,56,130,0.43,32.85,07/02/20,0.29041095890410956,0.0040999999999999995,6.903952632739918
972,AMZN,2890.3,Call,3900.0,10/16/20,106,11.15,17.55,16.5,13,343,0.04,35.31,07/02/20,0.29041095890410956,0.0040999999999999995,2.8243442588481487
973,AMZN,2890.3,Call,4100.0,10/16/20,106,11.75,16.65,12.2,522,390,1.34,37.41,07/02/20,0.29041095890410956,0.0040999999999999995,2.6795060917277302
974,AMZN,2890.3,Call,2700.0,11/20/20,141,353.0,363.7,356.4,39,161,0.24,34.8,07/02/20,0.3863013698630137,0.0040999999999999995,50.74896485867665
975,AMZN,2890.3,Call,2800.0,11/20/20,141,289.65,306.75,298.0,15,173,0.09,34.39,07/02/20,0.3863013698630137,0.0040999999999999995,42.802433242779934
976,AMZN,2890.3,Call,2900.0,11/20/20,141,242.0,252.0,246.65,29,196,0.15,34.08,07/02/20,0.3863013698630137,0.0040999999999999995,35.162879143212855
977,AMZN,2890.3,Call,3000.0,11/20/20,141,199.65,212.1,210.2,78,208,0.38,34.96,07/02/20,0.3863013698630137,0.0040999999999999995,29.595423278870815
978,AMZN,2890.3,Call,3300.0,11/20/20,141,100.45,114.6,115.0,16,103,0.16,34.9,07/02/20,0.3863013698630137,0.0040999999999999995,15.990737896080129
979,ANET,210.51,Call,220.0,08/21/20,50,9.5,10.0,10.8,62,141,0.44,46.97,07/02/20,0.136986301369863,0.0064,32.17204244422115
980,ANET,210.51,Call,220.0,07/17/20,15,1.35,4.1,2.1,18,141,0.13,32.04,07/02/20,0.0410958904109589,0.0079,24.082516269208533
981,ANET,210.51,Call,230.0,07/17/20,15,0.25,1.0,0.67,6,134,0.04,33.28,07/02/20,0.0410958904109589,0.0079,5.873784455904521
982,ANET,210.51,Call,240.0,07/17/20,15,0.1,0.5,0.32,15,503,0.03,37.98,07/02/20,0.0410958904109589,0.0079,2.9368922279522605
983,ANET,210.51,Call,260.0,07/17/20,15,0.0,0.2,0.11,15,209,0.07,47.25,07/02/20,0.0410958904109589,0.0079,1.1747568911809043
984,ANET,210.51,Call,220.0,09/18/20,78,11.5,13.3,13.4,7,93,0.08,44.12,07/02/20,0.2136986301369863,0.0045000000000000005,34.258470908868034
985,ANET,210.51,Call,250.0,09/18/20,78,3.1,4.8,3.6,6,173,0.03,38.01,07/02/20,0.2136986301369863,0.0045000000000000005,12.363959425756882
986,ANF,10.83,Call,9.5,07/17/20,15,1.4,1.6,1.35,805,806,1.0,38.23,07/02/20,0.0410958904109589,0.0079,182.67632366573753
987,ANSS,297.97,Call,280.0,07/17/20,15,17.0,21.1,19.1,9,110,0.08,26.82,07/02/20,0.0410958904109589,0.0079,87.55897143552345
988,ANSS,297.97,Call,300.0,11/20/20,141,22.5,27.2,26.7,34,98,0.35,36.45,07/02/20,0.3863013698630137,0.0040999999999999995,36.81486168554686
989,ANTM,267.0,Call,270.0,07/17/20,15,5.6,6.6,6.91,13,187,0.07,38.03,07/02/20,0.0410958904109589,0.0079,30.564930390869815
990,ANTM,267.0,Call,280.0,07/17/20,15,1.75,2.5,2.45,31,428,0.07,32.1,07/02/20,0.0410958904109589,0.0079,11.577625148056748
991,ANTM,267.0,Call,290.0,07/17/20,15,0.55,0.85,1.1,8,2222,0.0,34.03,07/02/20,0.0410958904109589,0.0079,3.9363925503392947
992,ANTM,267.0,Call,300.0,07/17/20,15,0.1,0.25,0.12,40,2742,0.01,27.95,07/02/20,0.0410958904109589,0.0079,1.157762514805675
993,ANTM,267.0,Call,290.0,12/18/20,169,17.0,18.4,18.5,6,2045,0.0,36.99,07/02/20,0.46301369863013697,0.0040999999999999995,25.386309806825523
994,ANTM,267.0,Call,260.0,09/18/20,78,22.5,24.2,24.5,57,217,0.26,42.04,07/02/20,0.2136986301369863,0.0045000000000000005,49.146565066268074
995,ANTM,267.0,Call,280.0,09/18/20,78,12.1,13.2,13.88,31,191,0.16,38.48,07/02/20,0.2136986301369863,0.0045000000000000005,26.807217308873497
996,ANTM,267.0,Call,300.0,09/18/20,78,4.8,5.8,5.8,1524,1587,0.96,33.24,07/02/20,0.2136986301369863,0.0045000000000000005,11.778928817535325
997,ANTM,267.0,Call,310.0,09/18/20,78,2.7,3.4,3.58,7,1619,0.0,31.91,07/02/20,0.2136986301369863,0.0045000000000000005,6.904889306831052
998,ANTM,267.0,Call,320.0,09/18/20,78,1.4,2.1,2.25,8,145,0.06,31.41,07/02/20,0.2136986301369863,0.0045000000000000005,4.2647845718662385
999,ANTM,267.0,Call,260.0,08/21/20,50,19.4,20.3,19.5,173,347,0.5,40.72,07/01/20,0.136986301369863,0.0064,51.49157082214973
1000,AON,191.45,Call,195.0,07/17/20,15,2.05,2.4,2.75,29,1207,0.02,27.2,07/02/20,0.0410958904109589,0.0079,15.500532138678015
1001,AON,191.45,Call,200.0,07/17/20,15,0.7,0.95,0.9,21,187,0.11,23.24,07/02/20,0.0410958904109589,0.0079,6.13562730489338
1002,AON,191.45,Call,210.0,08/21/20,50,1.75,2.15,2.2,515,141,3.65,28.07,07/02/20,0.136986301369863,0.0064,7.605617032178603
1003,AON,191.45,Call,250.0,10/16/20,106,0.1,0.4,0.35,100,117,0.85,25.87,07/02/20,0.29041095890410956,0.0040999999999999995,0.9718249718305186
1004,AOS,47.32,Call,50.0,10/16/20,106,1.85,2.4,2.1,7,136,0.05,30.55,07/02/20,0.29041095890410956,0.0040999999999999995,23.591194952276343
1005,AOS,47.32,Call,50.0,07/17/20,15,0.2,0.35,0.3,21,412,0.05,30.04,07/02/20,0.0410958904109589,0.0079,9.145638800388022
1006,APA,13.26,Call,25.0,07/17/20,15,0.0,0.04,0.01,10,3015,0.0,0.0,07/01/20,0.0410958904109589,0.0079,3.7299860205504096
1007,APA,13.26,Call,40.0,10/16/20,106,0.0,0.1,0.06,11,474,0.02,0.0,07/01/20,0.29041095890410956,0.0040999999999999995,3.5078410795051433
1008,APD,247.42,Call,240.0,07/17/20,15,8.9,9.6,7.9,18,153,0.12,12.61,07/02/20,0.0410958904109589,0.0079,47.97634593727113
1009,APD,247.42,Call,250.0,07/17/20,15,2.65,3.2,3.1,51,323,0.16,20.91,07/02/20,0.0410958904109589,0.0079,15.99211531242371
1010,APD,247.42,Call,250.0,08/21/20,50,8.3,9.1,7.8,7,7635,0.0,24.01,07/02/20,0.136986301369863,0.0064,24.909095287321254
1011,APD,247.42,Call,270.0,09/18/20,78,3.8,6.0,3.62,12,1280,0.01,23.8,07/02/20,0.2136986301369863,0.0045000000000000005,13.149387169166204
1012,APH,95.87,Call,95.0,07/17/20,15,1.6,3.4,3.0,11,177,0.06,32.54,07/02/20,0.0410958904109589,0.0079,43.85174970024372
1013,APLE,9.42,Call,15.0,07/17/20,15,0.0,0.05,0.04,11,1204,0.01,0.0,07/01/20,0.0410958904109589,0.0079,6.563112345076756
1014,APLS,32.96,Call,40.0,07/17/20,15,0.0,0.15,0.1,10,492,0.02,0.0,07/01/20,0.0410958904109589,0.0079,5.627231640530009
1015,APOG,22.7,Call,22.5,07/17/20,15,0.6,1.3,0.95,13,261,0.05,45.94,07/02/20,0.0410958904109589,0.0079,70.8122235927841
1016,APPS,12.91,Call,10.0,07/17/20,15,2.85,3.0,2.9,136,3566,0.04,17.82,07/02/20,0.0410958904109589,0.0079,287.3331601423224
1017,APRN,11.7,Call,40.0,10/16/20,106,0.0,0.5,0.05,10,284,0.04,0.0,07/01/20,0.29041095890410956,0.0040999999999999995,19.87776611719581
1018,APTS,7.59,Call,7.5,07/17/20,15,0.05,0.55,0.3,26,298,0.09,40.99,07/02/20,0.0410958904109589,0.0079,89.60075114583049
1019,APTV,76.81,Call,80.0,07/17/20,15,1.35,2.3,1.65,33,1831,0.02,46.72,07/02/20,0.0410958904109589,0.0079,37.02548940722119
1020,APTV,76.81,Call,90.0,07/17/20,15,0.05,0.2,0.12,9,400,0.02,44.42,07/02/20,0.0410958904109589,0.0079,3.219607774540973
1021,AR,2.95,Call,2.0,08/21/20,50,1.0,1.2,0.85,102,822,0.12,0.0,07/02/20,0.136986301369863,0.0064,275.4930164718506
1022,ARCC,14.48,Call,14.0,08/21/20,50,0.95,1.2,1.3,10,133,0.08,48.93,07/02/20,0.136986301369863,0.0064,56.12599437789774
1023,ARCC,14.48,Call,16.0,08/21/20,50,0.2,0.3,0.25,13,205,0.06,34.66,07/02/20,0.136986301369863,0.0064,14.031498594474435
1024,ARCC,14.48,Call,17.0,08/21/20,50,0.1,0.15,0.15,818,137,5.97,38.55,07/02/20,0.136986301369863,0.0064,7.0157492972372175
1025,ARCC,14.48,Call,15.0,09/18/20,78,0.6,0.8,0.8,132,420,0.31,37.62,07/02/20,0.2136986301369863,0.0045000000000000005,29.95783953402488
1026,ARCC,14.48,Call,17.0,09/18/20,78,0.15,0.35,0.2,20,2286,0.01,33.76,07/02/20,0.2136986301369863,0.0045000000000000005,13.106554796135883
1027,ARCC,14.48,Call,16.0,12/18/20,169,0.1,1.45,1.0,30,140,0.21,39.18,07/02/20,0.46301369863013697,0.0040999999999999995,36.88862389544988
1028,ARCC,14.48,Call,14.0,07/17/20,15,0.55,0.8,1.05,100,677,0.15,33.22,07/01/20,0.0410958904109589,0.0079,68.31438485151718
1029,ARCC,14.48,Call,15.0,07/17/20,15,0.15,0.25,0.2,197,2138,0.09,34.02,07/02/20,0.0410958904109589,0.0079,21.348245266099116
1030,ARCC,14.48,Call,16.0,07/17/20,15,0.0,0.1,0.06,13,1317,0.01,38.97,07/02/20,0.0410958904109589,0.0079,8.539298106439647
1031,ARD,13.7,Call,15.0,12/18/20,169,1.0,1.4,1.08,10,100,0.1,41.63,07/02/20,0.46301369863013697,0.0040999999999999995,37.644408940778256
1032,ARDX,7.02,Call,10.0,07/17/20,15,0.0,0.05,0.05,10,566,0.02,0.0,07/01/20,0.0410958904109589,0.0079,8.80691143741069
1033,ARE,165.04,Call,170.0,07/17/20,15,1.1,4.9,1.75,6,236,0.03,37.4,07/01/20,0.0410958904109589,0.0079,36.711117259337485
1034,ARNA,63.1,Call,65.0,07/17/20,15,1.5,2.45,1.75,8,363,0.02,49.74,07/02/20,0.0410958904109589,0.0079,48.00953084374848
1035,AAPL,114.95,Call,62.5,01/15/21,72,51.55,52.95,52.62,123,31142,0.0,19.62,11/04/20,0.19726027397260273,0.0045000000000000005,259.9723183113687
1036,AAPL,114.95,Call,47.5,01/15/21,72,67.15,67.8,67.0,169,21483,0.01,0.0,11/04/20,0.19726027397260273,0.0045000000000000005,332.8824019171067
1037,AAPL,114.95,Call,130.0,06/18/21,226,7.05,7.65,7.57,320,19589,0.02,35.06,11/04/20,0.6191780821917808,0.0039000000000000003,21.19993875963052
1038,AAPL,114.95,Call,140.0,12/18/20,44,0.37,0.42,0.4,6827,39662,0.17,35.97,11/04/20,0.12054794520547946,0.0064,2.637851500122072
1039,AAPL,114.95,Call,113.0,11/20/20,16,4.6,4.75,4.8,3083,1972,1.56,38.88,11/04/20,0.043835616438356165,0.0079,49.47217556340472
1040,AAPL,114.95,Call,200.0,06/18/21,226,0.78,1.02,0.83,2039,12702,0.16,40.27,11/04/20,0.6191780821917808,0.0039000000000000003,2.826658501284069
1041,AAPL,114.95,Call,125.0,06/18/21,226,8.15,9.5,9.0,2080,37388,0.06,34.68,11/04/20,0.6191780821917808,0.0039000000000000003,26.326721335488884
1042,AAPL,114.95,Call,119.0,11/20/20,16,1.82,1.95,1.9,1703,3133,0.54,36.21,11/04/20,0.043835616438356165,0.0079,20.309629968134573
1043,AAPL,114.95,Call,110.0,04/16/21,163,12.5,14.1,13.84,203,2001,0.1,36.05,11/04/20,0.4465753424657534,0.0040999999999999995,46.010049579859036
1044,AAPL,114.95,Call,165.0,12/18/20,44,0.08,0.11,0.1,144,9557,0.02,46.49,11/04/20,0.12054794520547946,0.0064,0.6908658690795904
1045,AAPL,114.95,Call,120.0,01/21/22,443,15.45,15.8,15.55,343,12453,0.03,33.27,11/04/20,1.2136986301369863,0.0049,31.273941153766533
1046,AAPL,114.95,Call,107.5,11/20/20,16,8.45,8.7,8.6,681,5904,0.12,39.62,11/04/20,0.043835616438356165,0.0079,90.61219524244653
1047,AAPL,114.95,Call,175.0,06/18/21,226,1.16,1.5,1.45,206,18182,0.01,36.93,11/04/20,0.6191780821917808,0.0039000000000000003,4.156850737182455
1048,AAPL,114.95,Call,111.0,11/20/20,16,5.85,6.05,6.07,1433,1983,0.72,39.4,11/04/20,0.043835616438356165,0.0079,63.01192887549443
1049,AAPL,114.95,Call,90.0,03/19/21,135,25.9,27.4,27.3,187,2134,0.09,39.31,11/04/20,0.3698630136986301,0.0040999999999999995,98.24513853345344
1050,AAPL,114.95,Call,150.0,01/21/22,443,6.9,7.45,7.3,232,25091,0.01,33.84,11/04/20,1.2136986301369863,0.0049,14.746257063010168
1051,AAPL,114.95,Call,122.0,11/20/20,16,1.03,1.16,1.07,7911,6654,1.19,35.46,11/04/20,0.043835616438356165,0.0079,12.081626032326206
1052,AAPL,114.95,Call,170.0,01/15/21,72,0.22,0.24,0.23,170,40550,0.0,43.73,11/04/20,0.19726027397260273,0.0045000000000000005,1.1783447855472802
1053,AAPL,114.95,Call,130.0,01/20/23,807,18.1,18.85,18.55,1535,2406,0.64,33.29,11/04/20,2.210958904109589,0.0053,27.644069616103245
1054,AAPL,114.95,Call,131.0,11/20/20,16,0.04,0.21,0.19,266,1922,0.14,37.27,11/04/20,0.043835616438356165,0.0079,2.187190919645261
1055,AAPL,114.95,Call,155.0,01/15/21,72,0.35,0.38,0.36,638,95552,0.01,38.0,11/04/20,0.19726027397260273,0.0045000000000000005,1.865712577116527
1056,AAPL,114.95,Call,90.0,01/15/21,72,25.65,26.25,26.25,512,32553,0.02,44.75,11/04/20,0.19726027397260273,0.0045000000000000005,128.88146091923377
1057,AAPL,114.95,Call,115.0,01/21/22,443,17.3,17.9,17.85,328,9019,0.04,33.72,11/04/20,1.2136986301369863,0.0049,35.430604218507646
1058,AAPL,114.95,Call,115.0,02/19/21,107,9.05,9.4,9.2,2253,4452,0.51,36.23,11/04/20,0.29315068493150687,0.0040999999999999995,37.85849589140173
1059,AAPL,114.95,Call,112.5,03/19/21,135,10.65,11.75,11.85,202,9873,0.02,37.26,11/04/20,0.3698630136986301,0.0040999999999999995,42.1306707214627
1060,AAPL,114.95,Call,122.5,01/15/21,72,3.75,4.25,4.25,890,21885,0.04,34.72,11/04/20,0.19726027397260273,0.0045000000000000005,20.86652224406642
1061,AAPL,114.95,Call,122.5,06/17/22,590,15.6,19.15,17.75,214,4808,0.04,33.78,11/04/20,1.6164383561643836,0.0049,32.845067844937084
1062,AAPL,114.95,Call,125.0,02/19/21,107,5.0,5.3,5.25,904,2228,0.41,35.76,11/04/20,0.29315068493150687,0.0040999999999999995,21.34574768344991
1063,AAPL,114.95,Call,75.0,12/18/20,44,39.45,40.45,40.01,117,4758,0.02,5.15,11/04/20,0.12054794520547946,0.0064,254.05022185699485
1064,AAPL,114.95,Call,106.25,11/20/20,16,9.3,10.05,9.63,216,1928,0.11,40.13,11/04/20,0.043835616438356165,0.0079,104.67270829730893
1065,AAPL,114.95,Call,125.0,09/17/21,317,10.9,11.4,11.3,258,8180,0.03,34.3,11/04/20,0.8684931506849315,0.0039000000000000003,26.674888393335532
1066,AAPL,114.95,Call,135.0,04/16/21,163,3.65,4.55,4.39,5031,2773,1.81,34.82,11/04/20,0.4465753424657534,0.0040999999999999995,14.847214580734654
1067,AAPL,114.95,Call,155.0,06/18/21,226,2.42,2.89,2.86,244,26527,0.01,35.46,11/04/20,0.6191780821917808,0.0039000000000000003,8.008865753638197
1068,AAPL,114.95,Call,250.0,09/16/22,681,2.53,2.65,2.67,380,37009,0.01,37.47,11/04/20,1.8657534246575342,0.0049,4.2305780209363295
1069,AAPL,114.95,Call,112.5,06/18/21,226,13.95,14.55,14.35,990,14301,0.07,35.32,11/04/20,0.6191780821917808,0.0039000000000000003,40.32145215066981
1070,AAPL,114.95,Call,142.5,11/20/20,16,0.05,0.08,0.06,831,1557,0.53,46.41,11/04/20,0.043835616438356165,0.0079,0.8332155884362902
1071,AAPL,114.95,Call,135.0,01/21/22,443,10.3,10.8,10.65,209,11440,0.02,33.5,11/04/20,1.2136986301369863,0.0049,21.377124332954338
1072,AAPL,114.95,Call,143.75,11/20/20,16,0.05,0.06,0.05,843,1600,0.53,46.85,11/04/20,0.043835616438356165,0.0079,0.6249116913272175
1073,AAPL,114.95,Call,140.0,01/15/21,72,0.9,0.99,0.95,3302,112573,0.03,34.54,11/04/20,0.19726027397260273,0.0045000000000000005,4.860672240382531
1074,AAPL,114.95,Call,150.0,12/18/20,44,0.18,0.19,0.19,874,34751,0.03,39.67,11/04/20,0.12054794520547946,0.0064,1.193313773864747
1075,AAPL,114.95,Call,120.0,01/20/23,807,21.55,22.25,21.93,399,7214,0.06,33.08,11/04/20,2.210958904109589,0.0053,32.630267849246536
1076,AAPL,114.95,Call,125.0,11/20/20,16,0.55,0.62,0.61,18172,122381,0.15,35.89,11/04/20,0.043835616438356165,0.0079,6.457420810381248
1077,AAPL,114.95,Call,135.0,12/18/20,44,0.61,0.67,0.65,3947,41512,0.1,34.63,11/04/20,0.12054794520547946,0.0064,4.208001202575687
1078,AAPL,114.95,Call,130.0,01/21/22,443,11.75,12.5,12.05,770,14856,0.05,33.33,11/04/20,1.2136986301369863,0.0049,24.742042052030484
1079,AAPL,114.95,Call,160.0,03/19/21,135,0.9,1.09,1.04,1334,11589,0.12,37.28,11/04/20,0.3698630136986301,0.0040999999999999995,3.9082920073527103
1080,AAPL,114.95,Call,110.0,11/20/20,16,6.55,6.8,6.8,4235,25719,0.16,40.12,11/04/20,0.043835616438356165,0.0079,70.82332501708464
1081,AAPL,114.95,Call,124.0,11/20/20,16,0.68,0.78,0.82,917,939,0.98,37.07,11/04/20,0.043835616438356165,0.0079,8.123851987253829
1082,AAPL,114.95,Call,170.0,06/18/21,226,1.37,1.95,1.72,103,17173,0.01,36.62,11/04/20,0.6191780821917808,0.0039000000000000003,5.403905958337192
1083,AAPL,114.95,Call,100.0,01/21/22,443,24.8,25.55,25.25,4996,28782,0.17,33.15,11/04/20,1.2136986301369863,0.0049,50.57273395435031
1084,AAPL,114.95,Call,91.25,03/19/21,135,24.85,27.4,25.97,122,190,0.64,37.15,11/04/20,0.3698630136986301,0.0040999999999999995,98.24513853345344
1085,AAPL,114.95,Call,100.0,01/20/23,807,30.3,30.8,30.5,489,6751,0.07,32.29,11/04/20,2.210958904109589,0.0053,45.16908987670981
1086,AAPL,114.95,Call,140.0,04/16/21,163,2.85,3.6,3.48,497,4852,0.1,35.09,11/04/20,0.4465753424657534,0.0040999999999999995,11.747246701240604
1087,AAPL,114.95,Call,195.0,03/19/21,135,0.17,0.4,0.37,319,1515,0.21,43.79,11/04/20,0.3698630136986301,0.0040999999999999995,1.4342355990285174
1088,AAPL,114.95,Call,111.25,11/20/20,16,5.7,6.05,5.8,718,3265,0.22,38.15,11/04/20,0.043835616438356165,0.0079,63.01192887549443
1089,AAPL,114.95,Call,110.0,06/18/21,226,14.1,16.0,15.45,473,14613,0.03,34.88,11/04/20,0.6191780821917808,0.0039000000000000003,44.339741196612856
1090,AAPL,114.95,Call,77.5,03/19/21,135,37.2,38.75,38.1,3914,4613,0.85,34.31,11/04/20,0.3698630136986301,0.0040999999999999995,138.94157365588765
1091,AAPL,114.95,Call,120.0,03/19/21,135,7.8,8.4,8.2,1835,180111,0.01,36.09,11/04/20,0.3698630136986301,0.0040999999999999995,30.11894757959887
1092,AAPL,114.95,Call,72.5,01/15/21,72,42.3,43.1,42.77,794,23975,0.03,47.84,11/04/20,0.19726027397260273,0.0045000000000000005,211.61108440453242
1093,AAPL,114.95,Call,125.0,01/21/22,443,13.4,14.0,13.71,949,47866,0.02,33.32,11/04/20,1.2136986301369863,0.0049,27.711087098274138
1094,AAPL,114.95,Call,123.0,11/20/20,16,0.85,0.95,0.93,1137,1508,0.75,36.18,11/04/20,0.043835616438356165,0.0079,9.894435112680943
1095,AAPL,114.95,Call,132.0,11/20/20,16,0.05,0.19,0.18,111,2905,0.04,38.58,11/04/20,0.043835616438356165,0.0079,1.978887022536189
1096,AAPL,114.95,Call,155.0,12/18/20,44,0.14,0.15,0.15,128,8255,0.02,42.04,11/04/20,0.12054794520547946,0.0064,0.9420898214721686
1097,AAPL,114.95,Call,115.0,01/15/21,72,7.25,7.4,7.4,7368,38232,0.19,35.67,11/04/20,0.19726027397260273,0.0045000000000000005,36.33229755437448
1098,AAPL,114.95,Call,105.0,01/21/22,443,22.05,22.75,22.47,223,8890,0.03,33.22,11/04/20,1.2136986301369863,0.0049,45.03051653469548
1099,AAPL,114.95,Call,180.0,03/19/21,135,0.48,0.55,0.51,150,3430,0.04,40.58,11/04/20,0.3698630136986301,0.0040999999999999995,1.9720739486642116
1100,AAPL,114.95,Call,129.0,11/20/20,16,0.26,0.29,0.27,335,531,0.63,36.43,11/04/20,0.043835616438356165,0.0079,3.0204065080815514
1101,AAPL,114.95,Call,100.0,01/15/21,72,16.75,17.55,17.08,1331,60027,0.02,36.62,11/04/20,0.19726027397260273,0.0045000000000000005,86.16646244314488
1102,AAPL,114.95,Call,105.0,02/19/21,107,14.8,15.1,15.1,299,1387,0.22,37.79,11/04/20,0.29315068493150687,0.0040999999999999995,60.81524340001767
1103,AAPL,114.95,Call,120.0,04/16/21,163,8.2,9.25,9.02,942,4063,0.23,35.34,11/04/20,0.4465753424657534,0.0040999999999999995,30.183897774020995
1104,AAPL,114.95,Call,150.0,06/18/21,226,3.3,3.5,3.4,1392,31323,0.04,35.04,11/04/20,0.6191780821917808,0.0039000000000000003,9.69931838675906
1105,AAPL,114.95,Call,107.5,01/15/21,72,10.8,12.0,11.56,958,15897,0.06,35.59,11/04/20,0.19726027397260273,0.0045000000000000005,58.91723927736401
1106,AAPL,114.95,Call,165.0,03/19/21,135,0.76,0.88,0.81,138,5076,0.03,37.64,11/04/20,0.3698630136986301,0.0040999999999999995,3.155318317862738
1107,AAPL,114.95,Call,200.0,02/19/21,107,0.16,0.27,0.23,230,329,0.7,47.61,11/04/20,0.29315068493150687,0.0040999999999999995,1.087424881987071
1108,AAPL,114.95,Call,150.0,01/15/21,72,0.47,0.48,0.47,8213,126020,0.07,36.55,11/04/20,0.19726027397260273,0.0045000000000000005,2.3566895710945603
1109,AAPL,114.95,Call,140.0,02/19/21,107,1.77,2.06,1.99,305,1865,0.16,35.36,11/04/20,0.29315068493150687,0.0040999999999999995,8.29664909960506
1110,AAPL,114.95,Call,105.0,11/20/20,16,10.5,11.0,10.75,2082,10666,0.2,41.63,11/04/20,0.043835616438356165,0.0079,114.56714340998988
1111,AAPL,114.95,Call,130.0,09/17/21,317,8.75,9.75,9.45,154,5305,0.03,33.76,11/04/20,0.8684931506849315,0.0039000000000000003,22.81404928377381
1112,AAPL,114.95,Call,135.0,02/19/21,107,2.51,2.99,2.8,3528,3426,1.03,35.5,11/04/20,0.29315068493150687,0.0040999999999999995,12.042223693116085
1113,AAPL,114.95,Call,115.0,11/20/20,16,3.5,3.65,3.65,12832,82611,0.16,37.88,11/04/20,0.043835616438356165,0.0079,38.01546122240573
1114,AAPL,114.95,Call,115.0,03/19/21,135,10.0,10.5,10.3,1061,17914,0.06,36.0,11/04/20,0.3698630136986301,0.0040999999999999995,37.64868447449858
1115,AAPL,114.95,Call,110.0,01/20/23,807,25.6,26.3,25.88,174,2922,0.06,32.75,11/04/20,2.210958904109589,0.0053,38.56970986225545
1116,AAPL,114.95,Call,250.0,01/21/22,443,1.3,1.33,1.33,297,23447,0.01,40.4,11/04/20,1.2136986301369863,0.0049,2.632553274336044
1117,AAPL,114.95,Call,58.75,06/18/21,226,56.2,57.1,56.4,157,4929,0.03,26.47,11/04/20,0.6191780821917808,0.0039000000000000003,158.2374513954121
1118,AAPL,114.95,Call,200.0,01/21/22,443,2.3,2.5,2.36,528,19185,0.03,35.81,11/04/20,1.2136986301369863,0.0049,4.948408410406096
1119,AAPL,114.95,Call,106.0,11/20/20,16,9.5,10.25,9.8,152,139,1.09,39.52,11/04/20,0.043835616438356165,0.0079,106.75574726839967
1120,AAPL,114.95,Call,200.0,09/16/22,681,4.2,6.55,4.8,186,5978,0.03,34.93,11/04/20,1.8657534246575342,0.0049,10.456711712125642
1121,AAPL,114.95,Call,72.5,11/20/20,16,42.15,42.75,41.48,104,5465,0.02,0.0,11/04/20,0.043835616438356165,0.0079,445.2495800706425
1122,AAPL,114.95,Call,120.0,01/15/21,72,4.95,5.15,5.15,6742,49089,0.14,34.94,11/04/20,0.19726027397260273,0.0045000000000000005,25.28531518986873
1123,AAPL,114.95,Call,117.5,12/18/20,44,4.35,4.65,4.6,3077,35863,0.09,35.4,11/04/20,0.12054794520547946,0.0064,29.20478446563723
